cf_id,company_name,outcome,backers_count,country,goal,pledged,launch_date,category,subcategory,first_name,last_name,email
2241,"Howard, Carter and Griffith",successful,340,US,3600.0,10550.0,2021-07-13 05:00:00,theater,plays,Rosmarie,Esquibel,rosmarie.esquibel@bouygtel.fr
2745,Bailey PLC,failed,19,US,1000.0,718.0,2020-04-28 05:00:00,film & video,television,Leonor,Ferreira,leonor.ferreira@gmail.com
1055,Parker Group,failed,886,US,88800.0,28358.0,2021-02-10 06:00:00,theater,plays,Brett,Jones,brett.jones@alice.it
1215,Fox Group,successful,1442,CA,60200.0,138384.0,2020-06-12 05:00:00,film & video,shorts,Nino,Bien,nino.bien@gmail.com
2036,"Walker, Jones and Rodriguez",failed,35,IT,8200.0,2625.0,2021-06-18 05:00:00,theater,plays,Jemma,Tate,jemma.tate@hotmail.de
1191,Anthony-Shaw,canceled,441,US,191300.0,45004.0,2021-01-30 06:00:00,theater,plays,Denis,Rogers,denis.rogers@poste.it
879,Cook LLC,failed,24,US,3700.0,2538.0,2021-02-24 06:00:00,theater,plays,Vanesa,Khan,vanesa.khan@voila.fr
3062,Sutton PLC,failed,86,IT,8400.0,3188.0,2020-07-25 05:00:00,theater,plays,Victoria,Ojeda,victoria.ojeda@doehn.com
611,"Long, Morgan and Mitchell",failed,243,US,42600.0,8517.0,2020-11-07 06:00:00,music,rock,Eugenio,Martin,eugenio.martin@yahoo.de
3195,"Calhoun, Rogers and Long",failed,65,US,6600.0,3012.0,2020-04-25 05:00:00,music,indie rock,Nancy,Hayes,nancy.hayes@hotmail.com
1221,Sandoval Group,successful,126,US,7100.0,8716.0,2021-08-30 05:00:00,music,metal,Lara,Jacob,lara.jacob@buckley.org
2536,Smith and Sons,successful,524,US,15800.0,57157.0,2021-02-02 06:00:00,music,electric music,Gino,Hernandez,gino.hernandez@covarrubias.com
1834,King Inc,failed,100,DK,8200.0,5178.0,2020-08-06 05:00:00,technology,wearables,Vicente,Tijerina,vicente.tijerina@montanariello.com
593,Perry and Sons,successful,1989,US,54700.0,163118.0,2021-03-14 06:00:00,film & video,drama,Michele,Brambilla,michele.brambilla@yahoo.com
3039,Palmer Inc,failed,168,US,63200.0,6041.0,2021-04-05 05:00:00,music,electric music,Dana,Ritacca,dana.ritacca@gmail.com
777,"Hull, Baker and Martinez",failed,13,US,1800.0,968.0,2020-03-14 05:00:00,music,rock,Mitchell,Bachmann,mitchell.bachmann@suarez-cruz.com
835,"Becker, Rice and White",failed,1,CA,100.0,2.0,2020-09-24 05:00:00,theater,plays,Vincenza,Key,vincenza.key@adams.com
797,"Osborne, Perkins and Knox",successful,157,US,2100.0,14305.0,2021-02-09 06:00:00,technology,web,Salvador,Gaillard,salvador.gaillard@yahoo.de
509,Mcknight-Freeman,canceled,82,US,8300.0,6543.0,2020-08-13 05:00:00,food,food trucks,Diane,Rogner,diane.rogner@kelly.co.uk
2286,"Hayden, Shannon and Stein",successful,4498,AU,143900.0,193413.0,2021-05-24 05:00:00,theater,plays,Josette,Laine,josette.laine@saracino-parisi.net
2110,Daniel-Luna,failed,40,US,75000.0,2529.0,2020-10-20 05:00:00,music,jazz,Courtney,Fiebig,courtney.fiebig@doerschner.com
1038,Weaver-Marquez,successful,80,US,1300.0,5614.0,2021-04-10 05:00:00,theater,plays,Hugues,Oliver,hugues.oliver@stiffel.com
2893,"Austin, Baker and Kelley",canceled,57,US,9000.0,3496.0,2021-06-04 05:00:00,publishing,fiction,Espartaco,Willis,espartaco.willis@hotmail.com
805,Carney-Anderson,successful,43,US,1000.0,4257.0,2020-12-25 06:00:00,music,rock,Flavia,Yoder,flavia.yoder@hotmail.de
225,Jackson Inc,successful,2053,US,196900.0,199110.0,2020-12-07 06:00:00,film & video,documentary,Casey,Flores,casey.flores@baggio.org
968,Warren Ltd,live,808,AU,194500.0,41212.0,2021-06-07 05:00:00,film & video,documentary,Calogero,Cross,calogero.cross@mercantini.it
1369,Schultz Inc,failed,226,DK,9400.0,6338.0,2021-01-28 06:00:00,film & video,science fiction,Charles,Begum,charles.begum@laboratorios.info
1417,Thompson LLC,failed,1625,US,104400.0,99100.0,2020-06-13 05:00:00,theater,plays,Adina,Pollard,adina.pollard@outlook.com
3011,Johnson Inc,successful,168,US,8100.0,12300.0,2020-02-24 06:00:00,theater,plays,Natasha,Lara,natasha.lara@outlook.com
2691,Morgan-Warren,successful,4289,US,87900.0,171549.0,2020-12-20 06:00:00,music,indie rock,Benita,Pottier,benita.pottier@sfr.fr
2159,Sullivan Group,successful,165,US,1400.0,14324.0,2021-06-01 05:00:00,music,rock,Elizabeth,Valdivia,elizabeth.valdivia@gmail.com
2515,"Vargas, Banks and Palmer",failed,143,US,156800.0,6024.0,2020-10-07 05:00:00,theater,plays,Mattia,Huet,mattia.huet@aol.de
544,"Johnson, Dixon and Zimmerman",successful,1815,US,121700.0,188721.0,2020-08-22 05:00:00,theater,plays,Geza,Howard,geza.howard@voila.fr
3030,"Moore, Dudley and Navarro",failed,934,US,129400.0,57911.0,2021-03-09 06:00:00,film & video,science fiction,Lauren,Guillaume,lauren.guillaume@sorgatz.org
817,Price-Rodriguez,successful,397,GB,5700.0,12309.0,2021-02-04 06:00:00,film & video,shorts,Joanna,Baxter,joanna.baxter@bruce-wright.com
1400,Huang-Henderson,successful,1539,US,41700.0,138497.0,2020-08-30 05:00:00,film & video,animation,Tracy,Metz,tracy.metz@bryant.info
657,Owens-Le,failed,17,US,7900.0,667.0,2021-07-31 05:00:00,theater,plays,Birgit,Pena,birgit.pena@armellini.it
966,Huff LLC,failed,2179,US,121500.0,119830.0,2021-04-10 05:00:00,food,food trucks,Elvira,Papafava,elvira.papafava@ifrance.com
1558,Johnson LLC,successful,138,US,4800.0,6623.0,2020-12-18 06:00:00,photography,photography books,Ernest,Delorme,ernest.delorme@dowerg.de
1379,"Chavez, Garcia and Cantu",failed,931,US,87300.0,81897.0,2021-03-28 05:00:00,theater,plays,Christy,Grossi,christy.grossi@alarcon-tafoya.com
286,Lester-Moore,successful,3594,US,46300.0,186885.0,2021-01-01 06:00:00,film & video,science fiction,Hermelinda,Olmos,hermelinda.olmos@portillo.com
894,Fox-Quinn,successful,5880,US,67800.0,176398.0,2020-10-14 05:00:00,music,rock,Herbert,Fraser,herbert.fraser@holloway.org.au
709,Garcia Inc,successful,112,US,3000.0,10999.0,2020-11-26 06:00:00,photography,photography books,Giancarlo,Heydrich,giancarlo.heydrich@hotmail.com
1599,Johnson-Lee,successful,943,US,60900.0,102751.0,2020-08-07 05:00:00,games,mobile games,Constance,Maldonado,constance.maldonado@spiess.net
905,Pineda Group,successful,2468,US,137900.0,165352.0,2021-05-12 05:00:00,film & video,animation,Giampiero,Carlier,giampiero.carlier@hotmail.com
146,Hoffman-Howard,successful,2551,US,85600.0,165798.0,2020-12-19 06:00:00,games,mobile games,Carlo,Jacquot,carlo.jacquot@hotmail.com
1632,"Miranda, Hall and Mcgrath",successful,101,US,2400.0,10084.0,2021-01-25 06:00:00,games,video games,Gabriel,Robles,gabriel.robles@yahoo.com
537,"Williams, Carter and Gonzalez",canceled,67,US,7200.0,5523.0,2021-02-12 06:00:00,theater,plays,Gerd,Gunpf,gerd.gunpf@gmail.com
1289,Davis-Rodriguez,successful,92,US,3400.0,5823.0,2020-12-05 06:00:00,theater,plays,Ashley,Hellwig,ashley.hellwig@libero.it
2712,"Reid, Rivera and Perry",successful,62,US,3800.0,6000.0,2021-10-15 05:00:00,film & video,animation,Patrick,Rosas,patrick.rosas@yahoo.com
1980,Mendoza-Parker,successful,149,IT,7500.0,8181.0,2020-06-16 05:00:00,games,video games,Lilla,Leonard,lilla.leonard@jungfer.com
296,"Lee, Ali and Guzman",failed,92,US,8600.0,3589.0,2020-09-15 05:00:00,film & video,animation,Tony,Nicolas,tony.nicolas@morrocco-seddio.net
1760,Gallegos-Cobb,failed,57,AU,39500.0,4323.0,2021-01-21 06:00:00,music,rock,Allegra,Benedetti,allegra.benedetti@miller.com
2435,Ellison PLC,successful,329,US,9300.0,14822.0,2021-03-15 05:00:00,film & video,animation,Camille,Tafuri,camille.tafuri@aol.de
2343,"Bolton, Sanchez and Carrillo",successful,97,DK,2400.0,10138.0,2020-06-11 05:00:00,theater,plays,Juan,Wheeler,juan.wheeler@gilmore.net
2556,Mason-Sanders,failed,41,US,3200.0,3127.0,2021-04-12 05:00:00,technology,wearables,Leopoldo,Johnson,leopoldo.johnson@hotmail.com.au
2495,Pitts-Reed,successful,1784,US,29400.0,123124.0,2020-04-19 05:00:00,theater,plays,Dietmar,Grenier,dietmar.grenier@tele2.it
2497,Gonzalez-Martinez,successful,1684,AU,168500.0,171729.0,2021-01-17 06:00:00,publishing,nonfiction,Leonid,Scholl,leonid.scholl@collin.com
1955,"Hill, Martin and Garcia",successful,250,US,8400.0,10729.0,2020-08-22 05:00:00,music,rock,Olivie,Contarini,olivie.contarini@marshall-wright.biz
1129,Garcia PLC,successful,238,US,2300.0,10240.0,2021-04-17 05:00:00,theater,plays,Jeffery,Lacroix,jeffery.lacroix@medina.org
636,Herring-Bailey,successful,53,US,700.0,3988.0,2021-05-02 05:00:00,theater,plays,Edeltraud,Chavez,edeltraud.chavez@hotmail.com.au
434,Russell-Gardner,successful,214,US,2900.0,14771.0,2020-09-16 05:00:00,theater,plays,Mesut,Morvan,mesut.morvan@gmail.com
1231,Walters-Carter,successful,222,US,4500.0,14649.0,2020-11-20 06:00:00,technology,web,Gregory,Jackson,gregory.jackson@ortiz.com
3162,"Johnson, Patterson and Montoya",successful,1884,US,19800.0,184658.0,2020-09-20 05:00:00,publishing,fiction,Nicola,Rossi,nicola.rossi@berry.org
1717,Roberts and Sons,successful,218,AU,6200.0,13103.0,2020-11-03 06:00:00,games,mobile games,Eddie,Collazo,eddie.collazo@gmail.com
211,Avila-Nelson,successful,6465,US,61500.0,168095.0,2020-03-25 05:00:00,publishing,translations,Philippe,Gardner,philippe.gardner@howells-jones.net
2635,Robbins and Sons,failed,1,US,100.0,3.0,2020-09-16 05:00:00,music,rock,Roy,Fox,roy.fox@tejeda.com
1854,Singleton Ltd,failed,101,US,7100.0,3840.0,2020-08-01 05:00:00,theater,plays,Heiderose,Garcia,heiderose.garcia@noos.fr
436,Perez PLC,successful,59,US,1000.0,6263.0,2020-11-25 06:00:00,theater,plays,Claudine,Rowley,claudine.rowley@industrias.com
2965,"Rogers, Jacobs and Jackson",failed,1335,CA,121500.0,108161.0,2020-09-03 05:00:00,film & video,drama,Astrid,Roht,astrid.roht@fastwebnet.it
1034,Barry Group,successful,88,US,4600.0,8505.0,2021-06-24 05:00:00,publishing,nonfiction,Auguste,Burnett,auguste.burnett@yahoo.fr
614,"Rosales, Branch and Harmon",successful,1697,US,80500.0,96735.0,2020-11-03 06:00:00,music,rock,Pellegrino,Allen,pellegrino.allen@gmail.com
1792,Smith-Reid,failed,15,GB,4100.0,959.0,2020-11-03 06:00:00,music,rock,Angela,Bowers,angela.bowers@laboratorios.com
121,Williams Inc,successful,92,US,5700.0,8322.0,2020-05-03 05:00:00,theater,plays,Michael,Descamps,michael.descamps@gmail.com
2936,"Duncan, Mcdonald and Miller",successful,186,US,5000.0,13424.0,2020-11-14 06:00:00,theater,plays,Heidelore,Kennedy,heidelore.kennedy@guinizzelli.org
2081,Watkins Ltd,successful,138,US,1800.0,10755.0,2021-04-07 05:00:00,photography,photography books,Lucrezia,Koch,lucrezia.koch@petit.com
1204,Allen-Jones,successful,261,US,6300.0,9935.0,2021-07-15 05:00:00,music,rock,Ivan,Accardo,ivan.accardo@web.de
669,Mason-Smith,failed,454,US,84300.0,26303.0,2021-08-04 05:00:00,music,rock,Karen,Avogadro,karen.avogadro@yahoo.com
735,"Lloyd, Kennedy and Davis",successful,107,US,1700.0,5328.0,2021-02-27 06:00:00,music,indie rock,Laetitia,Gallet,laetitia.gallet@aubry.org
933,Walker Ltd,successful,199,US,2900.0,10756.0,2020-10-26 05:00:00,photography,photography books,Amico,Gosselin,amico.gosselin@shaw.info
3055,Gordon PLC,successful,5512,US,45600.0,165375.0,2021-08-29 05:00:00,theater,plays,Ilaria,Bowen,ilaria.bowen@hotmail.it
270,Lee and Sons,successful,86,US,4900.0,6031.0,2020-05-15 05:00:00,theater,plays,Marlen,Coardi,marlen.coardi@colletti.eu
647,Cole LLC,failed,3182,IT,111900.0,85902.0,2021-08-07 05:00:00,music,jazz,Rafael,Alexander,rafael.alexander@jenkins.com
1219,Acosta PLC,successful,2768,AU,61600.0,143910.0,2021-05-08 05:00:00,theater,plays,Herma,Gabbana,herma.gabbana@hotmail.com
1257,Brown-Mckee,successful,48,US,1500.0,2708.0,2021-03-23 05:00:00,film & video,documentary,Zachary,Vespucci,zachary.vespucci@industrias.com
2162,Miles and Sons,successful,87,US,3500.0,8842.0,2021-06-11 05:00:00,film & video,television,Marisol,Richard,marisol.richard@gmail.com
2274,"Sawyer, Horton and Williams",canceled,1890,US,173900.0,47260.0,2021-10-07 05:00:00,games,video games,Joseph,Glover,joseph.glover@laposte.net
2284,Foley-Cox,live,61,US,153700.0,1953.0,2021-07-09 05:00:00,photography,photography books,Lauretta,Neal,lauretta.neal@hotmail.de
407,"Horton, Morrison and Clark",successful,1894,US,51100.0,155349.0,2021-06-18 05:00:00,theater,plays,Simone,Sauvage,simone.sauvage@yahoo.com
2440,Thomas and Sons,successful,282,CA,7800.0,10704.0,2020-11-04 06:00:00,theater,plays,Ramona,Brooks,ramona.brooks@kensy.de
2476,Morgan-Jenkins,failed,15,US,2400.0,773.0,2021-09-13 05:00:00,theater,plays,Gioele,Schwital,gioele.schwital@moody.com
41,"Ward, Sanchez and Kemp",successful,116,US,3900.0,9419.0,2021-06-02 05:00:00,publishing,translations,Elena,Jimenez,elena.jimenez@yahoo.com.au
890,Fields Ltd,failed,133,US,5500.0,5324.0,2021-05-23 05:00:00,games,video games,Pam,Vargas,pam.vargas@guillot.net
2743,Ramos-Mitchell,successful,83,US,700.0,7465.0,2020-12-14 06:00:00,theater,plays,Alison,Morales,alison.morales@lewis.com
266,"Higgins, Davis and Salazar",successful,91,US,2700.0,8799.0,2021-03-28 05:00:00,technology,web,Marc,Aumann,marc.aumann@holland.com
3113,Smith-Jenkins,successful,546,US,8000.0,13656.0,2020-10-02 05:00:00,theater,plays,Carla,Butler,carla.butler@yahoo.com
1909,Braun PLC,successful,393,US,2500.0,14536.0,2021-07-06 05:00:00,film & video,animation,Dionigi,Bruce,dionigi.bruce@industrias.com
962,Drake PLC,failed,2062,US,164500.0,150552.0,2020-02-25 06:00:00,theater,plays,Frank,Henry,frank.henry@yahoo.com
213,"Ross, Kelly and Brown",successful,133,US,8400.0,9076.0,2021-07-20 05:00:00,film & video,television,Brent,Pons,brent.pons@proyectos.net
2741,Lucas-Mullins,failed,29,DK,8100.0,1517.0,2020-05-27 05:00:00,music,rock,Patricia,Liebelt,patricia.liebelt@baca.org
2589,Tran LLC,failed,132,US,9800.0,8153.0,2021-02-20 06:00:00,technology,web,Micheletto,Sykes,micheletto.sykes@thompson-thompson.com
1238,"Dawson, Brady and Gilbert",successful,254,US,900.0,6357.0,2020-08-19 05:00:00,theater,plays,Rose,Blanc,rose.blanc@grupo.com
164,Obrien-Aguirre,canceled,184,US,112100.0,19557.0,2021-02-15 06:00:00,theater,plays,Vincent,Singh,vincent.singh@gmail.com
2685,Ferguson PLC,successful,176,US,6300.0,13213.0,2020-10-03 05:00:00,music,electric music,Jamie,Peacock,jamie.peacock@interiano-nordio.com
2836,Garcia Ltd,failed,137,DK,5600.0,5476.0,2020-12-13 06:00:00,music,metal,Giorgia,Dijoux,giorgia.dijoux@paul.com
2062,"Smith, Love and Smith",successful,337,CA,800.0,13474.0,2021-03-11 06:00:00,theater,plays,Serena,Piacentini,serena.piacentini@yahoo.de
3111,"Wilson, Hall and Osborne",failed,908,US,168600.0,91722.0,2020-11-18 06:00:00,film & video,documentary,Dimitri,Posada,dimitri.posada@gmail.com
1414,"Bell, Grimes and Kerr",successful,107,US,1800.0,8219.0,2021-03-05 06:00:00,technology,web,Alexa,Barillaro,alexa.barillaro@ramos.net
2765,Ho-Harris,failed,10,US,7300.0,717.0,2020-12-01 06:00:00,food,food trucks,Megan,Kuhl,megan.kuhl@despacho.com
939,Ross Group,canceled,32,IT,6500.0,1065.0,2021-02-02 06:00:00,theater,plays,Kaitlyn,Farinelli,kaitlyn.farinelli@outlook.com
390,Turner-Davis,successful,183,US,600.0,8038.0,2021-02-17 06:00:00,theater,plays,Jonathan,Castellitto,jonathan.castellitto@libero.it
2851,"Smith, Jackson and Herrera",failed,1910,CH,192900.0,68769.0,2021-02-07 06:00:00,theater,plays,Lisa,Terragni,lisa.terragni@proyectos.com
1607,Smith-Hess,failed,38,AU,6100.0,3352.0,2020-04-28 05:00:00,theater,plays,Olivier,Petrucelli,olivier.petrucelli@letta-raurica.eu
3201,"Brown, Herring and Bass",failed,104,AU,7200.0,6785.0,2020-11-26 06:00:00,theater,plays,Jos,Trobbiani,jos.trobbiani@samson.com
641,"Chase, Garcia and Johnson",successful,72,US,3500.0,5037.0,2021-05-20 05:00:00,music,rock,Mirjam,Dawson,mirjam.dawson@yahoo.com
524,Ramsey and Sons,failed,49,US,3800.0,1954.0,2021-11-23 06:00:00,food,food trucks,Javier,Tessier,javier.tessier@mclaughlin.biz
2423,Cooke PLC,failed,1,DK,100.0,5.0,2020-12-05 06:00:00,publishing,nonfiction,Mirjana,Collins,mirjana.collins@hotmail.com
1532,Wong-Walker,successful,295,US,900.0,12102.0,2021-06-08 05:00:00,film & video,documentary,Vanessa,Tschentscher,vanessa.tschentscher@mitchell.com
1748,"Ferguson, Collins and Mata",failed,245,US,76100.0,24234.0,2020-06-07 05:00:00,theater,plays,Antonina,Cobb,antonina.cobb@gibson.org
3168,"Guerrero, Flores and Jenkins",failed,32,US,3400.0,2809.0,2021-01-12 06:00:00,music,indie rock,Bernard,Durand,bernard.durand@royer.com
1077,Peterson PLC,successful,142,US,2100.0,11469.0,2021-02-03 06:00:00,film & video,documentary,Corey,Greggio,corey.greggio@johnson.org.au
3114,Townsend Ltd,successful,85,US,2800.0,8014.0,2021-01-27 06:00:00,theater,plays,Rodolfo,Couturier,rodolfo.couturier@tim.it
2547,"Rush, Reed and Hall",failed,7,US,6500.0,514.0,2021-08-12 05:00:00,theater,plays,Pierre,Cardenas,pierre.cardenas@luzi-bonomo.eu
2065,Salazar-Dodson,successful,659,DK,32900.0,43473.0,2021-03-20 05:00:00,publishing,fiction,Romeo,Surian,romeo.surian@batista.com
1143,Davis Ltd,failed,803,US,118200.0,87560.0,2021-07-17 05:00:00,theater,plays,Ivo,Moreno,ivo.moreno@hotmail.com
2545,Harris-Perry,canceled,75,US,4100.0,3087.0,2021-03-05 06:00:00,music,indie rock,Federico,Marie,federico.marie@jourdan.fr
1315,"Velazquez, Hunt and Ortiz",failed,16,US,7800.0,1586.0,2021-03-28 05:00:00,games,video games,Maggie,Boito,maggie.boito@yahoo.com
2219,Flores PLC,successful,121,US,6300.0,12812.0,2020-12-09 06:00:00,theater,plays,Brianna,Hanson,brianna.hanson@stanley.com
854,Martinez LLC,successful,3742,US,59100.0,183345.0,2020-12-31 06:00:00,theater,plays,Heiko,Bourgeois,heiko.bourgeois@togliatti.com
336,Miller-Irwin,successful,223,US,2200.0,8697.0,2021-11-26 06:00:00,music,rock,Benito,Gritti,benito.gritti@gmail.com
3014,Sanchez-Morgan,successful,133,US,1400.0,4126.0,2020-06-04 05:00:00,film & video,documentary,Mitzy,Junk,mitzy.junk@zaragoza.com
326,"Lopez, Adams and Johnson",failed,31,US,9500.0,3220.0,2021-07-10 05:00:00,theater,plays,Samantha,Lowe,samantha.lowe@praga.it
2991,Martin-Marshall,failed,108,IT,9600.0,6401.0,2020-12-19 06:00:00,food,food trucks,Ernesto,Nerger,ernesto.nerger@middleton.co.uk
1359,Summers PLC,failed,30,US,6600.0,1269.0,2020-07-31 05:00:00,theater,plays,Melinda,Canova,melinda.canova@orange.fr
341,"Young, Hart and Ryan",failed,17,US,5700.0,903.0,2021-07-29 05:00:00,music,rock,Mohammad,Hartung,mohammad.hartung@hotmail.com
2365,Mills Group,canceled,64,US,8400.0,3251.0,2020-03-24 05:00:00,technology,web,Ben,Maillot,ben.maillot@ramos.net
358,Sandoval-Powell,failed,80,US,84400.0,8092.0,2021-05-09 05:00:00,publishing,fiction,Isabel,Pruschke,isabel.pruschke@gmail.com
583,"Mills, Frazier and Perez",failed,2468,US,170400.0,160422.0,2021-05-30 05:00:00,film & video,shorts,Linda,Franceschi,linda.franceschi@richards.net
1373,Hebert Group,successful,5168,US,117900.0,196377.0,2021-03-18 05:00:00,theater,plays,Olivia,Striebitz,olivia.striebitz@gmail.com
2665,"Cole, Smith and Wood",failed,26,GB,8900.0,2148.0,2021-05-03 05:00:00,film & video,documentary,Penny,Watson,penny.watson@matthews.net
2500,"Harris, Hall and Harris",successful,307,US,7100.0,11648.0,2021-04-18 05:00:00,theater,plays,Manfred,James,manfred.james@davies.org
921,Saunders Group,failed,73,US,6500.0,5897.0,2020-05-31 05:00:00,theater,plays,Hazel,Pierce,hazel.pierce@outlook.com
135,"Pham, Avila and Nash",failed,128,US,7200.0,3326.0,2020-05-27 05:00:00,film & video,animation,Alf,Bates,alf.bates@dunn.com
2413,"Patterson, Salinas and Lucas",failed,33,US,2600.0,1002.0,2020-04-10 05:00:00,theater,plays,Scott,Gough,scott.gough@industrias.com
3004,Young PLC,successful,2441,US,98700.0,131826.0,2020-09-01 05:00:00,music,rock,Konrad,Briones,konrad.briones@fierro.com
1911,Willis and Sons,live,211,US,93800.0,21477.0,2021-04-06 05:00:00,games,video games,Mathilde,Kruschwitz,mathilde.kruschwitz@yahoo.com
2726,Thompson-Bates,successful,1385,GB,33700.0,62330.0,2021-01-05 06:00:00,film & video,documentary,Irma,Gemito,irma.gemito@googlemail.com
2049,Rose-Silva,successful,190,US,3300.0,14643.0,2021-01-30 06:00:00,food,food trucks,Antoine,Guyon,antoine.guyon@yahoo.com
1732,"Pacheco, Johnson and Torres",successful,470,US,20700.0,41396.0,2020-07-30 05:00:00,technology,wearables,William,Gibilisco,william.gibilisco@gaillard.com
1174,"Carlson, Dixon and Jones",successful,253,US,9600.0,11900.0,2020-10-28 05:00:00,theater,plays,Judith,Butte,judith.butte@fischer-vaughn.info
1194,Mcgee Group,successful,1113,US,66200.0,123538.0,2020-06-27 05:00:00,music,rock,Joanne,Henderson,joanne.henderson@gmail.com
3176,Jordan-Acosta,successful,2283,US,173800.0,198628.0,2020-02-27 06:00:00,music,rock,Ludovica,Arellano,ludovica.arellano@morandi-argento.com
642,Nunez Inc,failed,1072,US,70700.0,68602.0,2020-11-06 06:00:00,music,rock,Catherine,Gray,catherine.gray@hotmail.com
34,Hayden Ltd,successful,1095,US,94500.0,116064.0,2020-06-17 05:00:00,theater,plays,Franco,Fioravanti,franco.fioravanti@barry-gill.com.au
217,Gonzalez-Burton,successful,1690,US,69800.0,125042.0,2020-12-20 06:00:00,theater,plays,Heather,Zimmer,heather.zimmer@bluemel.de
1693,"Lewis, Taylor and Rivers",canceled,1297,CA,136300.0,108974.0,2021-02-07 06:00:00,theater,plays,Hortense,Taylor,hortense.taylor@chambers.biz
2333,"Butler, Henry and Espinoza",failed,393,US,37100.0,34964.0,2021-04-03 05:00:00,photography,photography books,Livia,Ernst,livia.ernst@colas.fr
80,Guzman Group,failed,1257,US,114300.0,96777.0,2021-02-10 06:00:00,music,indie rock,Toby,Etzler,toby.etzler@industrias.com
2847,Gibson-Hernandez,failed,328,US,47900.0,31864.0,2021-02-17 06:00:00,theater,plays,Ennio,Leoncavallo,ennio.leoncavallo@sanchez.org
3104,Spencer-Weber,failed,147,US,9000.0,4853.0,2020-12-05 06:00:00,theater,plays,Philippine,Vaca,philippine.vaca@hotmail.com
980,"Berger, Johnson and Marshall",failed,830,US,197600.0,82959.0,2020-12-12 06:00:00,games,video games,Rhonda,Phillips,rhonda.phillips@yahoo.com
476,"Taylor, Cisneros and Romero",failed,331,GB,157600.0,23159.0,2021-04-06 05:00:00,film & video,drama,Alphonse,Nitto,alphonse.nitto@voila.fr
116,Little-Marsh,failed,25,US,8000.0,2758.0,2021-10-07 05:00:00,music,indie rock,Karina,Arreola,karina.arreola@yahoo.com.au
2900,Petersen and Sons,successful,191,US,900.0,12607.0,2021-05-03 05:00:00,technology,web,Denise,Wood,denise.wood@mantegna.com
553,Hensley Ltd,failed,3483,US,199000.0,142823.0,2021-07-27 05:00:00,food,food trucks,Burghard,Rosenow,burghard.rosenow@hotmail.com
2834,Navarro and Sons,failed,923,US,180800.0,95958.0,2021-05-27 05:00:00,theater,plays,Friedl,Powell,friedl.powell@laposte.net
2314,Shannon Ltd,failed,1,US,100.0,5.0,2021-01-19 06:00:00,music,jazz,Benjamin,Schultz,benjamin.schultz@rivero-davila.com
2005,Young LLC,successful,2013,US,74100.0,94631.0,2021-09-12 05:00:00,music,rock,Rachel,Ulibarri,rachel.ulibarri@schueler.com
2514,"Adams, Willis and Sanchez",failed,33,CA,2800.0,977.0,2021-04-25 05:00:00,theater,plays,Silvano,Blanchet,silvano.blanchet@yahoo.com
702,Mills-Roy,successful,1703,US,33600.0,137961.0,2020-07-25 05:00:00,theater,plays,Kurt,Sauer,kurt.sauer@almanza.biz
42,Brown Group,successful,80,DK,6100.0,7548.0,2020-11-22 06:00:00,film & video,documentary,Nayeli,Gehringer,nayeli.gehringer@hotmail.com
948,Burns-Burnett,live,86,US,3800.0,2241.0,2020-08-28 05:00:00,technology,wearables,Imelda,Guerin,imelda.guerin@stumpf.net
2926,"Glass, Nunez and Mcdonald",failed,40,IT,9300.0,3431.0,2021-10-12 05:00:00,theater,plays,Zbigniew,Holmes,zbigniew.holmes@stiffel.net
1971,"Perez, Davis and Wilson",successful,41,US,2300.0,4253.0,2020-10-20 05:00:00,games,video games,Adela,Alfonsi,adela.alfonsi@despacho.com
748,Diaz-Garcia,failed,23,CA,9700.0,1146.0,2021-03-05 06:00:00,photography,photography books,Hilary,Clark,hilary.clark@libero.it
684,Salazar-Moon,successful,187,US,4000.0,11948.0,2020-09-03 05:00:00,film & video,animation,Kornelius,Molina,kornelius.molina@heuser.com
385,Larsen-Chung,successful,2875,GB,59700.0,135132.0,2020-12-28 06:00:00,theater,plays,Christian,Anderson,christian.anderson@tim.it
3007,Anderson and Sons,successful,88,US,5500.0,9546.0,2021-03-07 06:00:00,theater,plays,Francisco,Dorsey,francisco.dorsey@tiscali.fr
2612,Lawrence Group,successful,191,US,3700.0,13755.0,2021-04-23 05:00:00,music,rock,Walli,Albert,walli.albert@dussen.com
807,Gray-Davis,successful,139,US,5200.0,8330.0,2021-03-12 06:00:00,music,rock,Siegrun,Mota,siegrun.mota@matthews-montoya.org.au
2087,Ramirez-Myers,successful,186,US,900.0,14547.0,2020-11-25 06:00:00,music,indie rock,Alberico,Herve,alberico.herve@beer.net
53,"Lucas, Hall and Bonilla",successful,112,AU,1600.0,11735.0,2021-07-24 05:00:00,theater,plays,Serafina,Bonnin,serafina.bonnin@mendes.com
2944,"Williams, Perez and Villegas",successful,101,US,1800.0,10658.0,2021-01-25 06:00:00,theater,plays,Marcelle,Bender,marcelle.bender@edwards-robinson.info
2963,"Brooks, Jones and Ingram",failed,75,US,9900.0,1870.0,2021-05-12 05:00:00,theater,plays,Hartmuth,Robertson,hartmuth.robertson@thomas.edu.au
2976,"Whitaker, Wallace and Daniels",successful,206,GB,5200.0,14394.0,2021-07-05 05:00:00,film & video,documentary,Herlinde,George,herlinde.george@free.fr
3051,Smith-Gonzalez,successful,154,US,5400.0,14743.0,2021-03-30 05:00:00,film & video,television,Pamela,Payne,pamela.payne@yahoo.com
